,name_normalized,total_points
50323,harvey elliott,0
50324,harvey elliott,0
50325,harvey elliott,0
50326,harvey elliott,0
50327,harvey elliott,0
50328,harvey elliott,0
50329,harvey white,0
50330,harvey white,0
50331,harvey white,0
50332,harvey white,0
50333,harvey white,0
50334,harvey white,0
50335,harvey white,0
50336,harvey white,0
50337,harvey white,0
50338,henri lansbury,0
50339,henri lansbury,0
50340,henri lansbury,0
50341,henri lansbury,1
50342,henri lansbury,0
50343,henri lansbury,1
50344,henri lansbury,0
50345,henri lansbury,0
50346,henri lansbury,0
50347,henri lansbury,0
50348,henri lansbury,0
50349,henri lansbury,1
50350,henri lansbury,1
50351,henri lansbury,1
50352,henri lansbury,0
50353,henri lansbury,0
50354,henri lansbury,2
50355,henri lansbury,0
50356,henri lansbury,1
50357,henri lansbury,2
50358,henri lansbury,0
50359,henri lansbury,1
50360,henri lansbury,0
50361,henri lansbury,0
50362,henri lansbury,0
50363,henri lansbury,0
50364,henri lansbury,0
50365,henri lansbury,0
50366,henri lansbury,0
50367,henri lansbury,0
50368,henri lansbury,0
50369,henri lansbury,0
50370,henri lansbury,0
50371,henri lansbury,0
50372,henri lansbury,0
50373,henri lansbury,0
50374,henri lansbury,1
50375,henri lansbury,0
50376,henrikh mkhitaryan,2
50377,henrikh mkhitaryan,0
50378,henrikh mkhitaryan,1
50379,henrikh mkhitaryan,1
50380,henrikh mkhitaryan,0
50381,henrikh mkhitaryan,0
50382,henrikh mkhitaryan,0
50383,henrikh mkhitaryan,0
50384,henrikh mkhitaryan,0
50385,henrikh mkhitaryan,0
50386,henrikh mkhitaryan,0
50387,henrikh mkhitaryan,0
50388,henrikh mkhitaryan,0
50389,henrikh mkhitaryan,0
50390,henrikh mkhitaryan,0
50391,henrikh mkhitaryan,0
50392,henrikh mkhitaryan,0
50393,henrikh mkhitaryan,0
50394,henrikh mkhitaryan,0
50395,henrikh mkhitaryan,0
50396,henrikh mkhitaryan,0
50397,henrikh mkhitaryan,0
50398,henrikh mkhitaryan,0
50399,henrikh mkhitaryan,0
50400,henrikh mkhitaryan,0
50401,henrikh mkhitaryan,0
50402,henrikh mkhitaryan,0
50403,henrikh mkhitaryan,0
50404,henrikh mkhitaryan,0
50405,henrikh mkhitaryan,0
50406,henrikh mkhitaryan,0
50407,henrikh mkhitaryan,0
50408,henrikh mkhitaryan,0
50409,henrikh mkhitaryan,0
50410,henrikh mkhitaryan,0
50411,henrikh mkhitaryan,0
50412,henrikh mkhitaryan,0
50413,henrikh mkhitaryan,0
50414,henrikh mkhitaryan,0
50415,heung-min son,0
50416,heung-min son,0
50417,heung-min son,2
50418,heung-min son,5
50419,heung-min son,16
50420,heung-min son,5
50421,heung-min son,5
50422,heung-min son,2
50423,heung-min son,1
50424,heung-min son,5
50425,heung-min son,2
50426,heung-min son,8
50427,heung-min son,13
50428,heung-min son,10
50429,heung-min son,2
50430,heung-min son,12
50431,heung-min son,2
50432,heung-min son,-1
50433,heung-min son,0
50434,heung-min son,0
50435,heung-min son,0
50436,heung-min son,2
50437,heung-min son,3
50438,heung-min son,7
50439,heung-min son,8
50440,heung-min son,13
50441,heung-min son,0
50442,heung-min son,0
50443,heung-min son,0
50444,heung-min son,2
50445,heung-min son,6
50446,heung-min son,6
50447,heung-min son,3
50448,heung-min son,1
50449,heung-min son,13
50450,heung-min son,8
50451,heung-min son,6
50452,heung-min son,2
50453,heurelho da silva gomes,0
50454,heurelho da silva gomes,0
50455,heurelho da silva gomes,0
50456,heurelho da silva gomes,0
50457,heurelho da silva gomes,0
50458,heurelho da silva gomes,0
50459,heurelho da silva gomes,0
50460,heurelho da silva gomes,0
50461,heurelho da silva gomes,0
50462,heurelho da silva gomes,0
50463,heurelho da silva gomes,0
50464,heurelho da silva gomes,0
50465,heurelho da silva gomes,0
50466,heurelho da silva gomes,0
50467,heurelho da silva gomes,0
50468,heurelho da silva gomes,0
50469,heurelho da silva gomes,0
50470,heurelho da silva gomes,0
50471,heurelho da silva gomes,0
50472,heurelho da silva gomes,0
50473,heurelho da silva gomes,0
50474,heurelho da silva gomes,0
50475,heurelho da silva gomes,0
50476,heurelho da silva gomes,0
50477,heurelho da silva gomes,0
50478,heurelho da silva gomes,0
50479,heurelho da silva gomes,0
50480,heurelho da silva gomes,0
50481,heurelho da silva gomes,0
50482,heurelho da silva gomes,0
50483,heurelho da silva gomes,0
50484,heurelho da silva gomes,0
50485,heurelho da silva gomes,0
50486,heurelho da silva gomes,0
50487,heurelho da silva gomes,0
50488,heurelho da silva gomes,0
50489,heurelho da silva gomes,0
50490,heurelho da silva gomes,0
50491,hugo lloris,3
50492,hugo lloris,3
50493,hugo lloris,2
50494,hugo lloris,3
50495,hugo lloris,8
50496,hugo lloris,0
50497,hugo lloris,3
50498,hugo lloris,1
50499,hugo lloris,0
50500,hugo lloris,0
50501,hugo lloris,0
50502,hugo lloris,0
50503,hugo lloris,0
50504,hugo lloris,0
50505,hugo lloris,0
50506,hugo lloris,0
50507,hugo lloris,0
50508,hugo lloris,0
50509,hugo lloris,0
50510,hugo lloris,0
50511,hugo lloris,0
50512,hugo lloris,0
50513,hugo lloris,0
50514,hugo lloris,2
50515,hugo lloris,15
50516,hugo lloris,2
50517,hugo lloris,3
50518,hugo lloris,0
50519,hugo lloris,6
50520,hugo lloris,5
50521,hugo lloris,7
50522,hugo lloris,1
50523,hugo lloris,10
50524,hugo lloris,6
50525,hugo lloris,3
50526,hugo lloris,3
50527,hugo lloris,10
50528,hugo lloris,2
50529,hector bellerin,0
50530,hector bellerin,0
50531,hector bellerin,0
50532,hector bellerin,0
50533,hector bellerin,0
50534,hector bellerin,0
50535,hector bellerin,0
50536,hector bellerin,0
50537,hector bellerin,0
50538,hector bellerin,0
50539,hector bellerin,0
50540,hector bellerin,0
50541,hector bellerin,1
50542,hector bellerin,0
50543,hector bellerin,0
50544,hector bellerin,0
50545,hector bellerin,0
50546,hector bellerin,0
50547,hector bellerin,0
50548,hector bellerin,0
50549,hector bellerin,0
50550,hector bellerin,0
50551,hector bellerin,0
50552,hector bellerin,8
50553,hector bellerin,8
50554,hector bellerin,6
50555,hector bellerin,1
50556,hector bellerin,1
50557,hector bellerin,0
50558,hector bellerin,1
50559,hector bellerin,1
50560,hector bellerin,6
50561,hector bellerin,7
50562,hector bellerin,1
50563,hector bellerin,2
50564,hector bellerin,1
50565,hector bellerin,0
50566,hector bellerin,0
50567,hector bellerin,0
50568,helder costa,0
50569,helder costa,0
50570,helder costa,0
50571,helder costa,0
50572,helder costa,0
50573,helder costa,0
50574,helder costa,0
50575,helder costa,0
50576,helder costa,0
50577,helder costa,0
50578,helder costa,0
50579,helder costa,0
50580,helder costa,0
50581,helder costa,0
50582,helder costa,0
50583,helder costa,0
50584,helder costa,0
50585,helder costa,0
50586,helder costa,0
50587,helder costa,0
50588,helder costa,0
50589,helder costa,0
50590,helder costa,0
50591,helder costa,0
50592,helder costa,0
50593,helder costa,0
50594,helder costa,0
50595,helder costa,0
50596,helder costa,0
50597,helder costa,0
50598,helder costa,0
50599,helder costa,0
50600,helder costa,0
50601,helder costa,0
50602,helder costa,0
50603,helder costa,0
50604,helder costa,0
50605,helder costa,0
50606,ibrahim amadou,0
50607,ibrahim amadou,0
50608,ibrahim amadou,0
50609,ibrahim amadou,1
50610,ibrahim amadou,2
50611,ibrahim amadou,1
50612,ibrahim amadou,2
50613,ibrahim amadou,2
50614,ibrahim amadou,3
50615,ibrahim amadou,2
50616,ibrahim amadou,0
50617,ibrahim amadou,0
50618,ibrahim amadou,1
50619,ibrahim amadou,2
50620,ibrahim amadou,1
50621,ibrahim amadou,0
50622,ibrahim amadou,0
50623,ibrahim amadou,0
50624,ibrahim amadou,0
50625,ibrahim amadou,0
50626,ibrahim amadou,0
50627,ibrahim amadou,1
50628,ibrahim amadou,0
50629,ibrahim amadou,0
50630,ibrahim amadou,0
50631,ibrahim amadou,0
50632,ibrahim amadou,0
50633,ibrahim amadou,0
50634,ibrahim amadou,0
50635,ibrahim amadou,0
50636,ibrahim amadou,0
50637,ibrahim amadou,0
50638,ibrahim amadou,0
50639,ibrahim amadou,0
50640,ibrahim amadou,0
50641,ibrahim amadou,0
50642,ibrahim amadou,0
50643,ibrahim amadou,0
50644,idrissa gueye,0
50645,idrissa gueye,0
50646,idrissa gueye,0
50647,idrissa gueye,0
50648,idrissa gueye,0
50649,idrissa gueye,0
50650,idrissa gueye,0
50651,idrissa gueye,0
50652,idrissa gueye,0
50653,idrissa gueye,0
50654,idrissa gueye,0
50655,idrissa gueye,0
50656,idrissa gueye,0
50657,idrissa gueye,0
50658,idrissa gueye,0
50659,idrissa gueye,0
50660,idrissa gueye,0
50661,idrissa gueye,0
50662,idrissa gueye,0
50663,idrissa gueye,0
50664,idrissa gueye,0
50665,idrissa gueye,0
50666,idrissa gueye,0
50667,idrissa gueye,0
50668,idrissa gueye,0
50669,idrissa gueye,0
50670,idrissa gueye,0
50671,idrissa gueye,0
50672,idrissa gueye,0
50673,idrissa gueye,0
50674,idrissa gueye,0
50675,idrissa gueye,0
50676,idrissa gueye,0
50677,idrissa gueye,0
50678,idrissa gueye,0
50679,idrissa gueye,0
50680,idrissa gueye,0
50681,idrissa gueye,0
50682,ignacio pussetto,1
50683,ignacio pussetto,1
50684,ignacio pussetto,1
50685,ignacio pussetto,1
50686,ignacio pussetto,0
50687,ignacio pussetto,1
50688,ignacio pussetto,0
50689,ignacio pussetto,0
50690,ignacio pussetto,0
50691,ignacio pussetto,1
50692,ignacio pussetto,0
50693,ignacio pussetto,0
50694,ignacio pussetto,0
50695,ignacio pussetto,0
50696,ignacio pussetto,0
50697,ignacio pussetto,0
50698,ilkay gundogan,1
50699,ilkay gundogan,2
50700,ilkay gundogan,1
50701,ilkay gundogan,1
50702,ilkay gundogan,1
50703,ilkay gundogan,0
50704,ilkay gundogan,2
50705,ilkay gundogan,1
50706,ilkay gundogan,3
50707,ilkay gundogan,8
50708,ilkay gundogan,1
50709,ilkay gundogan,2
50710,ilkay gundogan,0
50711,ilkay gundogan,1
50712,ilkay gundogan,0
50713,ilkay gundogan,1
50714,ilkay gundogan,2
50715,ilkay gundogan,8
50716,ilkay gundogan,1
50717,ilkay gundogan,1
50718,ilkay gundogan,6
50719,ilkay gundogan,1
50720,ilkay gundogan,2
50721,ilkay gundogan,0
50722,ilkay gundogan,0
50723,ilkay gundogan,1
50724,ilkay gundogan,3
50725,ilkay gundogan,2
50726,ilkay gundogan,0
50727,ilkay gundogan,0
50728,ilkay gundogan,3
50729,ilkay gundogan,2
50730,ilkay gundogan,3
50731,ilkay gundogan,0
50732,ilkay gundogan,1
50733,ilkay gundogan,0
50734,ilkay gundogan,3
50735,ilkay gundogan,0
50736,ilkay gundogan,1
50737,indiana vassilev,0
50738,indiana vassilev,1
50739,indiana vassilev,1
50740,indiana vassilev,0
50741,indiana vassilev,0
50742,indiana vassilev,0
50743,indiana vassilev,0
50744,indiana vassilev,0
50745,indiana vassilev,0
50746,indiana vassilev,0
50747,indiana vassilev,0
50748,indiana vassilev,1
50749,indiana vassilev,1
50750,indiana vassilev,0
50751,indiana vassilev,0
50752,indiana vassilev,0
50753,indiana vassilev,0
50754,isaac hayden,2
50755,isaac hayden,2
50756,isaac hayden,3
50757,isaac hayden,6
50758,isaac hayden,2
50759,isaac hayden,3
50760,isaac hayden,-2
50761,isaac hayden,0
50762,isaac hayden,0
50763,isaac hayden,0
50764,isaac hayden,5
50765,isaac hayden,1
50766,isaac hayden,2
50767,isaac hayden,2
50768,isaac hayden,3
50769,isaac hayden,2
50770,isaac hayden,2
50771,isaac hayden,3
50772,isaac hayden,0
50773,isaac hayden,1
50774,isaac hayden,2
50775,isaac hayden,2
50776,isaac hayden,7
50777,isaac hayden,5
50778,isaac hayden,1
50779,isaac hayden,1
50780,isaac hayden,0
50781,isaac hayden,3
50782,isaac hayden,3
50783,isaac hayden,7
50784,isaac hayden,2
50785,isaac hayden,1
50786,isaac hayden,1
50787,isaac hayden,0
50788,isaac hayden,0
50789,isaac hayden,0
50790,isaac hayden,0
50791,isaac hayden,1
50792,isaac success ajayi,1
50793,isaac success ajayi,0
50794,isaac success ajayi,0
50795,isaac success ajayi,1
50796,isaac success ajayi,0
50797,isaac success ajayi,0
50798,isaac success ajayi,0
50799,isaac success ajayi,0
50800,isaac success ajayi,0
50801,isaac success ajayi,0
50802,isaac success ajayi,0
50803,isaac success ajayi,0
50804,isaac success ajayi,0
50805,isaac success ajayi,0
50806,isaac success ajayi,1
50807,isaac success ajayi,0
50808,isaac success ajayi,0
50809,isaac success ajayi,1
50810,isaac success ajayi,0
50811,isaac success ajayi,0
50812,isaac success ajayi,0
50813,isaac success ajayi,0
50814,isaac success ajayi,0
50815,isaac success ajayi,0
50816,isaac success ajayi,0
50817,isaac success ajayi,0
50818,isaac success ajayi,0
50819,isaac success ajayi,0
50820,isaac success ajayi,0
50821,isaac success ajayi,0
50822,isaac success ajayi,0
50823,isaac success ajayi,0
50824,isaac success ajayi,0
50825,isaac success ajayi,0
50826,isaac success ajayi,0
50827,isaac success ajayi,0
50828,isaac success ajayi,0
50829,isaac success ajayi,0
50830,ismaila sarr,0
50831,ismaila sarr,0
50832,ismaila sarr,1
50833,ismaila sarr,0
50834,ismaila sarr,1
50835,ismaila sarr,1
50836,ismaila sarr,2
50837,ismaila sarr,1
50838,ismaila sarr,0
50839,ismaila sarr,0
50840,ismaila sarr,0
50841,ismaila sarr,0
50842,ismaila sarr,1
50843,ismaila sarr,7
50844,ismaila sarr,2
50845,ismaila sarr,3
50846,ismaila sarr,2
50847,ismaila sarr,13
50848,ismaila sarr,1
50849,ismaila sarr,7
50850,ismaila sarr,5
50851,ismaila sarr,6
50852,ismaila sarr,3
50853,ismaila sarr,0
50854,ismaila sarr,0
50855,ismaila sarr,0
50856,ismaila sarr,1
50857,ismaila sarr,19
50858,ismaila sarr,2
50859,ismaila sarr,2
50860,ismaila sarr,2
50861,ismaila sarr,2
50862,ismaila sarr,2
50863,ismaila sarr,5
50864,ismaila sarr,5
50865,ismaila sarr,2
50866,ismaila sarr,2
50867,ismaila sarr,7
50868,issa diop,0
50869,issa diop,2
50870,issa diop,2
50871,issa diop,8
50872,issa diop,6
50873,issa diop,6
50874,issa diop,0
50875,issa diop,1
50876,issa diop,0
50877,issa diop,1
50878,issa diop,0
50879,issa diop,1
50880,issa diop,0
50881,issa diop,0
50882,issa diop,0
50883,issa diop,0
50884,issa diop,1
50885,issa diop,0
50886,issa diop,0
50887,issa diop,0
50888,issa diop,0
50889,issa diop,8
50890,issa diop,0
50891,issa diop,0
50892,issa diop,7
50893,issa diop,1
50894,issa diop,6
50895,issa diop,2
50896,issa diop,2
50897,issa diop,1
50898,issa diop,1
50899,issa diop,1
50900,issa diop,1
50901,issa diop,2
50902,issa diop,10
50903,issa diop,2
50904,issa diop,2
50905,issa diop,2
50906,ivan cavaleiro,0
50907,ivan cavaleiro,0
50908,ivan cavaleiro,0
50909,ivan cavaleiro,0
50910,ivan cavaleiro,0
50911,ivan cavaleiro,0
50912,ivan cavaleiro,0
50913,ivan cavaleiro,0
50914,ivan cavaleiro,0
50915,ivan cavaleiro,0
50916,ivan cavaleiro,0
50917,ivan cavaleiro,0
50918,ivan cavaleiro,0
50919,ivan cavaleiro,0
50920,ivan cavaleiro,0
50921,ivan cavaleiro,0
50922,ivan cavaleiro,0
50923,ivan cavaleiro,0
50924,ivan cavaleiro,0
50925,ivan cavaleiro,0
50926,ivan cavaleiro,0
50927,ivan cavaleiro,0
50928,ivan cavaleiro,0
50929,ivan cavaleiro,0
50930,ivan cavaleiro,0
50931,ivan cavaleiro,0
50932,ivan cavaleiro,0
50933,ivan cavaleiro,0
50934,ivan cavaleiro,0
50935,ivan cavaleiro,0
50936,ivan cavaleiro,0
50937,ivan cavaleiro,0
50938,ivan cavaleiro,0
50939,ivan cavaleiro,0
50940,ivan cavaleiro,0
50941,ivan cavaleiro,0
50942,ivan cavaleiro,0
50943,ivan cavaleiro,0
50944,jack colback,0
50945,jack colback,0
50946,jack colback,0
50947,jack colback,0
50948,jack colback,0
50949,jack colback,0
50950,jack colback,0
50951,jack colback,0
50952,jack colback,0
50953,jack colback,0
50954,jack colback,0
50955,jack colback,0
50956,jack colback,0
50957,jack colback,0
50958,jack colback,0
50959,jack colback,0
50960,jack colback,0
50961,jack colback,0
50962,jack colback,0
50963,jack colback,0
50964,jack colback,0
50965,jack colback,0
50966,jack colback,0
50967,jack colback,0
50968,jack colback,0
50969,jack colback,0
50970,jack colback,0
50971,jack colback,0
50972,jack colback,0
50973,jack colback,0
50974,jack colback,0
50975,jack colback,0
50976,jack colback,0
50977,jack colback,0
50978,jack colback,0
50979,jack colback,0
50980,jack colback,0
50981,jack colback,0
50982,jack cork,3
50983,jack cork,2
50984,jack cork,2
50985,jack cork,2
50986,jack cork,2
50987,jack cork,3
50988,jack cork,1
50989,jack cork,0
50990,jack cork,0
50991,jack cork,2
50992,jack cork,2
50993,jack cork,3
50994,jack cork,3
50995,jack cork,2
50996,jack cork,2
50997,jack cork,2
50998,jack cork,3
50999,jack cork,3
51000,jack cork,2
51001,jack cork,2
51002,jack cork,2
51003,jack cork,2
51004,jack cork,2
51005,jack cork,3
51006,jack cork,3
51007,jack cork,2
51008,jack cork,3
51009,jack cork,3
51010,jack cork,1
51011,jack cork,2
51012,jack cork,3
51013,jack cork,3
51014,jack cork,0
51015,jack cork,0
51016,jack cork,0
51017,jack cork,0
51018,jack cork,0
51019,jack cork,0
51020,jack grealish,2
51021,jack grealish,6
51022,jack grealish,3
51023,jack grealish,1
51024,jack grealish,2
51025,jack grealish,6
51026,jack grealish,2
51027,jack grealish,7
51028,jack grealish,13
51029,jack grealish,1
51030,jack grealish,0
51031,jack grealish,0
51032,jack grealish,6
51033,jack grealish,9
51034,jack grealish,2
51035,jack grealish,6
51036,jack grealish,0
51037,jack grealish,8
51038,jack grealish,6
51039,jack grealish,1
51040,jack grealish,13
51041,jack grealish,1
51042,jack grealish,10
51043,jack grealish,2
51044,jack grealish,2
51045,jack grealish,6
51046,jack grealish,1
51047,jack grealish,2
51048,jack grealish,1
51049,jack grealish,3
51050,jack grealish,2
51051,jack grealish,2
51052,jack grealish,2
51053,jack grealish,2
51054,jack grealish,3
51055,jack grealish,2
51056,jack grealish,4
51057,jack grealish,10
51058,jack o'connell,2
51059,jack o'connell,6
51060,jack o'connell,1
51061,jack o'connell,1
51062,jack o'connell,2
51063,jack o'connell,6
51064,jack o'connell,1
51065,jack o'connell,7
51066,jack o'connell,11
51067,jack o'connell,2
51068,jack o'connell,6
51069,jack o'connell,2
51070,jack o'connell,1
51071,jack o'connell,1
51072,jack o'connell,1
51073,jack o'connell,2
51074,jack o'connell,6
51075,jack o'connell,7
51076,jack o'connell,2
51077,jack o'connell,1
51078,jack o'connell,1
51079,jack o'connell,6
51080,jack o'connell,2
51081,jack o'connell,2
51082,jack o'connell,7
51083,jack o'connell,2
51084,jack o'connell,2
51085,jack o'connell,6
51086,jack o'connell,0
51087,jack o'connell,0
51088,jack o'connell,0
51089,jack o'connell,0
51090,jack o'connell,1
51091,jack o'connell,5
51092,jack o'connell,6
51093,jack o'connell,1
51094,jack o'connell,2
51095,jack o'connell,0
51096,jack robinson,0
51097,jack robinson,0
51098,jack robinson,0
51099,jack robinson,0
51100,jack robinson,8
51101,jack robinson,1
51102,jack robinson,1
51103,jack robinson,2
51104,jack robinson,1
51105,jack robinson,0
51106,jack robinson,0
51107,jack robinson,0
51108,jack robinson,0
51109,jack robinson,1
51110,jack rodwell,0
51111,jack rodwell,0
51112,jack rodwell,0
51113,jack rodwell,0
51114,jack rodwell,0
51115,jack rodwell,0
51116,jack rodwell,0
51117,jack rodwell,0
51118,jack rodwell,0
51119,jack rodwell,0
51120,jack rodwell,0
51121,jack rodwell,1
51122,jack rodwell,0
51123,jack rodwell,0
51124,jack rodwell,0
51125,jack rodwell,0
51126,jack rodwell,0
51127,jack simpson,0
51128,jack simpson,0
51129,jack simpson,0
51130,jack simpson,0
51131,jack simpson,0
51132,jack simpson,0
51133,jack simpson,0
51134,jack simpson,0
51135,jack simpson,0
51136,jack simpson,0
51137,jack simpson,0
51138,jack simpson,0
51139,jack simpson,0
51140,jack simpson,0
51141,jack simpson,0
51142,jack simpson,0
51143,jack simpson,0
51144,jack simpson,0
51145,jack simpson,2
51146,jack simpson,0
51147,jack simpson,1
51148,jack simpson,0
51149,jack simpson,0
51150,jack simpson,0
51151,jack simpson,0
51152,jack simpson,0
51153,jack simpson,0
51154,jack simpson,0
51155,jack simpson,1
51156,jack simpson,0
51157,jack simpson,0
51158,jack simpson,0
51159,jack simpson,0
51160,jack simpson,0
51161,jack simpson,0
51162,jack simpson,0
51163,jack simpson,0
51164,jack simpson,0
51165,jack stacey,0
51166,jack stacey,0
51167,jack stacey,0
51168,jack stacey,0
51169,jack stacey,2
51170,jack stacey,1
51171,jack stacey,1
51172,jack stacey,1
51173,jack stacey,0
51174,jack stacey,0
51175,jack stacey,0
51176,jack stacey,0
51177,jack stacey,0
51178,jack stacey,1
51179,jack stacey,0
51180,jack stacey,0
51181,jack stacey,6
51182,jack stacey,2
51183,jack stacey,8
51184,jack stacey,1
51185,jack stacey,0
51186,jack stacey,0
51187,jack stacey,0
51188,jack stacey,0
51189,jack stacey,0
51190,jack stacey,0
51191,jack stacey,1
51192,jack stacey,5
51193,jack stacey,1
51194,jack stacey,1
51195,jack stacey,2
51196,jack stacey,0
51197,jack stacey,1
51198,jack stacey,1
51199,jack stacey,2
51200,jack stacey,1
51201,jack stacey,1
51202,jack stacey,0
51203,jack stephens,1
51204,jack stephens,0
51205,jack stephens,0
51206,jack stephens,0
51207,jack stephens,0
51208,jack stephens,0
51209,jack stephens,0
51210,jack stephens,0
51211,jack stephens,0
51212,jack stephens,-1
51213,jack stephens,1
51214,jack stephens,1
51215,jack stephens,1
51216,jack stephens,2
51217,jack stephens,2
51218,jack stephens,4
51219,jack stephens,2
51220,jack stephens,10
51221,jack stephens,6
51222,jack stephens,2
51223,jack stephens,11
51224,jack stephens,2
51225,jack stephens,1
51226,jack stephens,11
51227,jack stephens,-1
51228,jack stephens,1
51229,jack stephens,6
51230,jack stephens,0
51231,jack stephens,2
51232,jack stephens,6
51233,jack stephens,-2
51234,jack stephens,0
51235,jack stephens,6
51236,jack stephens,1
51237,jack stephens,0
51238,jack stephens,0
51239,jack stephens,8
51240,jack stephens,2
51241,jack wilshere,1
51242,jack wilshere,1
51243,jack wilshere,0
51244,jack wilshere,0
51245,jack wilshere,0
51246,jack wilshere,1
51247,jack wilshere,1
51248,jack wilshere,1
51249,jack wilshere,1
51250,jack wilshere,0
51251,jack wilshere,0
51252,jack wilshere,0
51253,jack wilshere,0
51254,jack wilshere,0
51255,jack wilshere,0
51256,jack wilshere,0
51257,jack wilshere,0
51258,jack wilshere,0
51259,jack wilshere,0
51260,jack wilshere,0
51261,jack wilshere,0
51262,jack wilshere,0
51263,jack wilshere,0
51264,jack wilshere,0
51265,jack wilshere,0
51266,jack wilshere,0
51267,jack wilshere,0
51268,jack wilshere,0
51269,jack wilshere,0
51270,jack wilshere,0
51271,jack wilshere,0
51272,jack wilshere,1
51273,jack wilshere,0
51274,jack wilshere,0
51275,jack wilshere,1
51276,jack wilshere,0
51277,jack wilshere,0
51278,jack wilshere,0
51279,jack young,0
51280,jack young,0
51281,jack young,0
51282,jack young,0
51283,jack young,0
51284,jacob maddox,0
51285,jacob maddox,0
51286,jacob maddox,0
51287,jacob murphy,0
51288,jacob murphy,0
51289,jacob murphy,0
51290,jacob murphy,0
51291,jacob murphy,0
51292,jacob murphy,0
51293,jacob murphy,0
51294,jacob murphy,0
51295,jacob murphy,0
51296,jacob murphy,0
51297,jacob murphy,0
51298,jacob murphy,0
51299,jacob murphy,0
51300,jacob murphy,0
51301,jacob murphy,0
51302,jacob murphy,0
51303,jacob murphy,0
51304,jacob murphy,0
51305,jacob murphy,0
51306,jacob murphy,0
51307,jacob murphy,0
51308,jacob murphy,0
51309,jacob murphy,0
51310,jacob murphy,0
51311,jacob murphy,0
51312,jacob murphy,0
51313,jacob murphy,0
51314,jacob murphy,0
51315,jacob murphy,0
51316,jacob murphy,0
51317,jacob murphy,0
51318,jacob murphy,0
51319,jacob murphy,0
51320,jacob murphy,0
51321,jacob murphy,0
51322,jacob murphy,0
51323,jacob murphy,0
51324,jacob murphy,0
51325,jairo riedewald,0
51326,jairo riedewald,0
51327,jairo riedewald,0
51328,jairo riedewald,0
51329,jairo riedewald,0
51330,jairo riedewald,0
51331,jairo riedewald,0
51332,jairo riedewald,0
51333,jairo riedewald,0
51334,jairo riedewald,0
51335,jairo riedewald,0
51336,jairo riedewald,1
51337,jairo riedewald,1
51338,jairo riedewald,0
51339,jairo riedewald,1
51340,jairo riedewald,2
51341,jairo riedewald,2
51342,jairo riedewald,2
51343,jairo riedewald,2
51344,jairo riedewald,2
51345,jairo riedewald,0
51346,jairo riedewald,0
51347,jairo riedewald,1
51348,jairo riedewald,1
51349,jairo riedewald,0
51350,jairo riedewald,1
51351,jairo riedewald,1
51352,jairo riedewald,0
51353,jairo riedewald,1
51354,jairo riedewald,0
51355,jairo riedewald,1
51356,jairo riedewald,1
51357,jairo riedewald,1
51358,jairo riedewald,1
51359,jake eastwood,0
51360,jake eastwood,0
51361,jake eastwood,0
51362,jake eastwood,0
51363,jake eastwood,0
51364,jake eastwood,0
51365,jake eastwood,0
51366,jake eastwood,0
51367,jake eastwood,0
51368,jake eastwood,0
51369,jake eastwood,0
51370,jake eastwood,0
51371,jake eastwood,0
51372,jake eastwood,0
51373,jake eastwood,0
51374,jake eastwood,0
51375,jake eastwood,0
51376,jake eastwood,0
51377,jake eastwood,0
51378,jake eastwood,0
51379,jake eastwood,0
51380,jake eastwood,0
51381,jake eastwood,0
51382,jake eastwood,0
51383,jake eastwood,0
51384,jake eastwood,0
51385,jake eastwood,0
51386,jake eastwood,0
51387,jake eastwood,0
51388,jake eastwood,0
51389,jake eastwood,0
51390,jake eastwood,0
51391,jake eastwood,0
51392,jake eastwood,0
51393,jake eastwood,0
51394,jake eastwood,0
51395,jake eastwood,0
51396,jake eastwood,0
51397,jake vokins,0
51398,jake vokins,0
51399,jake vokins,0
51400,jake vokins,0
51401,jake vokins,0
51402,jake vokins,2
51403,jake vokins,0
51404,jake vokins,0
51405,jamaal lascelles,2
51406,jamaal lascelles,1
51407,jamaal lascelles,6
51408,jamaal lascelles,2
51409,jamaal lascelles,1
51410,jamaal lascelles,6
51411,jamaal lascelles,0
51412,jamaal lascelles,6
51413,jamaal lascelles,2
51414,jamaal lascelles,10
51415,jamaal lascelles,1
51416,jamaal lascelles,1
51417,jamaal lascelles,0
51418,jamaal lascelles,0
51419,jamaal lascelles,0
51420,jamaal lascelles,0
51421,jamaal lascelles,0
51422,jamaal lascelles,0
51423,jamaal lascelles,0
51424,jamaal lascelles,0
51425,jamaal lascelles,0
51426,jamaal lascelles,0
51427,jamaal lascelles,6
51428,jamaal lascelles,1
51429,jamaal lascelles,6
51430,jamaal lascelles,0
51431,jamaal lascelles,1
51432,jamaal lascelles,6
51433,jamaal lascelles,6
51434,jamaal lascelles,5
51435,jamaal lascelles,1
51436,jamaal lascelles,2
51437,jamaal lascelles,1
51438,jamaal lascelles,0
51439,jamaal lascelles,0
51440,jamaal lascelles,0
51441,jamaal lascelles,0
51442,jamaal lascelles,0
51443,jamal lewis,0
51444,jamal lewis,6
51445,jamal lewis,1
51446,jamal lewis,1
51447,jamal lewis,1
51448,jamal lewis,1
51449,jamal lewis,1
51450,jamal lewis,0
51451,jamal lewis,5
51452,jamal lewis,1
51453,jamal lewis,1
51454,jamal lewis,1
51455,jamal lewis,0
